19139.jpg	がんばれって……
1914.jpg	たのむからあんなやつのいったことは忘れて‼
19140.jpg	ワン
19141.jpg	アイ!?
19143.jpg	ちょっと栗生さん読めんの……？
19144.jpg	だけどアイがきてから毎日楽しくなりました
19145.jpg	瞳……
19147.jpg	うれしかったです　みんなアイのおかげです
19148.jpg	え……
19151.jpg	わたしはパピーウォーカーをしているのです
19152.jpg	え…？
19153.jpg	がんばらなくちゃ……
19155.jpg	がんばって育ててあげたいと思います
19156.jpg	あんなに吠えてくれたんだもん
19157.jpg	アイががんばれっていってくれたんだもん
19158.jpg	アイは将来盲導犬になる犬です
19159.jpg	だからわたしはいつも1人でさみしかったです
19161.jpg	終わっ……
19162.jpg	吠えないように訓練してるアイが
19165.jpg	お母さん……
19166.jpg	ごめんね　いままで瞳の気持ちに気づかなくて
19167.jpg	え
19168.jpg	ね？
19169.jpg	わたしの家でよかったら……っ
1917.jpg	くくく苦労するな
19170.jpg	瞳
19171.jpg	え……
19172.jpg	栗生さん
19174.jpg	いった……っ
19175.jpg	うそ……
19176.jpg	がんばったよ……
19177.jpg	あの……わたし……
19178.jpg	瞳
19179.jpg	あかんかなァ
1918.jpg	オレはもうオトナだから女とフロなんか…
19180.jpg	アイ……
19182.jpg	がんばったよわたし
19183.jpg	はっ
19184.jpg	今日　栗生さんとこ遊びにいってもええ……？
19186.jpg	アイ
19187.jpg	ワンッ
19189.jpg	え？
19190.jpg	こんなに素敵なことだったんだね……
19191.jpg	日曜日……？
19192.jpg	ばいばーい　ねーたんー
19193.jpg	……瞳
19194.jpg	最近そういうのが多すぎるんじゃないのか？
19195.jpg	ありがとうアイ
19196.jpg	みんなアイのおかげだよ
19198.jpg	友だちがいるのって
19199.jpg	……だからね　日曜日……
19200.jpg	いちどやにどじゃないだろ？
19203.jpg	ひーちゃんもいっしょにいくやんなっ
19206.jpg	ドキッ…
19207.jpg	うん
19208.jpg	あれ？
19209.jpg	わかってくれるよね……
1921.jpg	どれどれ…
19210.jpg	はじめてできた友だちなの　断るなんてできないの
19211.jpg	りっぱな盲導犬に育ててあげるんじゃなかったのか？
19212.jpg	アイ……
19214.jpg	ごめんねアイ……
19216.jpg	おはよ……
19217.jpg	1人には戻りたくないの……
19219.jpg	だから
19220.jpg	そして何度目かの日曜日……
19222.jpg	今日はおでかけの日じゃないはず……
19223.jpg	あ　瞳　ちょうどよかったわ
19224.jpg	ひーちゃんおそ～い
19225.jpg	1時にな
19226.jpg	ごめんねアイッ……
19227.jpg	早めに帰ってくるからねっ
19228.jpg	やっぱりいこう!!
19229.jpg	大丈夫だよね
1923.jpg	半年もお金ためてたなんて…
19231.jpg	もう電話もできない……
19232.jpg	たいしたことはないらしいんだけど
19233.jpg	ひーちゃん明日あいてる？
19234.jpg	…どうしよう…
19238.jpg	いってみいひん!?
19239.jpg	わかってくれてるもん……
1924.jpg	こんなことにも感激しちゃうんだね
19240.jpg	とにかくお母さんたちいってくるから
19241.jpg	ごめん～っ
19242.jpg	アイはわかってくれてるもん
19243.jpg	1時にバス停で待ち合わせな
19244.jpg	今日一日アイと2人でお留守番しててね
19245.jpg	え……
19247.jpg	わたしも早く帰んなきゃ
19248.jpg	お昼からずっと……
19249.jpg	お昼からずーっとあそこにおんねんけど
1925.jpg	そうか……
19251.jpg	だれかまってんのかねー……
19252.jpg	だれかまってんのかねー
19254.jpg	アイがまって……
19256.jpg	あの犬　どこの犬やろねぇ
19257.jpg	アイを一人ぼっちにして
19258.jpg	だれか……
19259.jpg	アイがいつもそばにいたのは
1926.jpg	なんだ…
19260.jpg	自分がいちばん知ってるくせに……
19261.jpg	ごめんねアイ
19262.jpg	ごめんね
19263.jpg	わたし……
19264.jpg	自分が一人になるのがこわいからって
19265.jpg	これからはずっといっしょにいるからね……
19266.jpg	さみしかったからじゃない
19268.jpg	バカだ……
19269.jpg	片時も離れようとしなかったのは
1927.jpg	そりゃ　そうさ‼１６０光年も向こうにあるんだもん
19270.jpg	一人ぼっちのさみしさは
19271.jpg	秋にはもみじ狩りにいったり
19272.jpg	わあっ　ひーちゃん泣いてる？
19273.jpg	そしたらこれからは
19275.jpg	タムちゃん
19276.jpg	犬かきやーっ
19277.jpg	おめでとうアイー
19278.jpg	どないしたん!?
19279.jpg	そして……
1928.jpg	あれがスピカって星かな？
19281.jpg	ホンマ…
19282.jpg	ツコちゃん……
19283.jpg	なーんやそんなことかァ
19286.jpg	みんなそろつたぼカー９・
19287.jpg	和美ちゃん……
19288.jpg	わっ
1929.jpg	ほんとに星が好きなのねえ
19290.jpg	ひーちゃんって!!
19291.jpg	夏休みは海水浴
19292.jpg	もっと
19293.jpg	ありがとう
19294.jpg	にぎやかになりました
19295.jpg	アイもいけるとこで遊ぼ!!
19296.jpg	それからわたしのまわりは
19297.jpg	運動会もみんないっしょでした
19298.jpg	ツコちゃん　タムちゃん
19299.jpg	やだもォ　もりあがってるのにィ
193.jpg	はいっ
1930.jpg	重夫くんラーメン作ったげようか
19300.jpg	やだーつけないでよアイーっ
19301.jpg	そうそうそうやって……
19302.jpg	和美ちゃん
19303.jpg	ふーってするの　ね？
19304.jpg	お母さん……？
19305.jpg	ぷ…っ
19306.jpg	瞳
19307.jpg	卓くん
19308.jpg	あっ……
19309.jpg	あっ
19310.jpg	キャハハハ
19311.jpg	アホやーアイー
19312.jpg	お母さん
19313.jpg	ずっとずっとみんなでいたいね
19314.jpg	アイ
19316.jpg	ずっと……
19317.jpg	アハハハハ
19318.jpg	お父さん
1932.jpg	あれだよあの白いの
19320.jpg	そして
19321.jpg	ほらこうやってね
19322.jpg	やってまえアイッ
19323.jpg	けえきのおばけー
19325.jpg	月曜日にアイを連れてきてくださいって
19326.jpg	そんな時期だったのね……
19327.jpg	え……
19328.jpg	アイが心配してるぞ？
19329.jpg	おばちゃ～ん　にんじん切れた～っ
1933.jpg	目で見てるのより100倍も大きく‼
19330.jpg	瞳
19331.jpg	どうしたんだ？アイ　ん？
19333.jpg	……もう
19335.jpg	はっ
19336.jpg	協会から電話で
19337.jpg	盲導犬になるために生まれてきた子なんだ
19338.jpg	アイはうちの子じゃない
19339.jpg	目のかわりをするために生まれてきた
1934.jpg	えっ　ホント？オレカレーライスとラーメン大好き‼
19340.jpg	瞳……
19341.jpg	お父さんはさみしくないの……？
19342.jpg	いなくなっちゃうんだよ!?
19343.jpg	アイをまってる人がいるんだ
19345.jpg	最初からわかってたことじゃないか
19347.jpg	思い出なんていらない……っ
19349.jpg	アイはそんな人たちの
1935.jpg	負けるなあ子どもには
19351.jpg	アイがいなくなっちゃうんだよ!?
19353.jpg	―盲導犬に
19354.jpg	きてくれたの……？
19355.jpg	わたしにだってアイが必要なんだもん!!
19356.jpg	瞳……っ
19357.jpg	アイがいなくなったら新しい友だちなんてつくれない……っ
19358.jpg	―こんなにいい子に育てるんじゃなかった
19359.jpg	わたしは　また一人ぼっちになるんだわ!!
1936.jpg	い今ね
19360.jpg	なれなかったら……？
19362.jpg	そしたら盲導犬になれなくて
19364.jpg	アイ……
19365.jpg	ずっと　このままわたしと……
19366.jpg	ステイ
19368.jpg	―本で読んだことがある……
19369.jpg	ごめんねアイ
19370.jpg	……でき……　ないよ……
19372.jpg	そこでじっとしてるんだよ？
19373.jpg	ずっとずっといっしょにいたいよね……？
19374.jpg	少しの辛抱だから
19375.jpg	アイ
19376.jpg	アイは!?
19377.jpg	やっぱりできないよ……
19378.jpg	キャアアアア
19379.jpg	どうしたらいいの……？
19380.jpg	動いちゃダメ―ッ
19381.jpg	よかった……
19382.jpg	どうしたら……
19383.jpg	はっ
19384.jpg	え……
19385.jpg	「ステイ」をかけたままだから
19387.jpg	いたか!?
19389.jpg	瞳……
1939.jpg	てっ
19390.jpg	ステイ　そこでじっとしてるんだよ
19391.jpg	登れそうにない……
19392.jpg	うんわかった
19393.jpg	動いちゃダメーッ
19394.jpg	アイは　わたしが戻ってくるまであそこでずっとまってる……
19395.jpg	大丈夫
19396.jpg	だけど
19397.jpg	おっちゃーん
19398.jpg	ええ　そうなんです
19399.jpg	ここどこなんだろう……
194.jpg	”グリフォン”確認
1940.jpg	なんだ!?
19400.jpg	早く戻らなきゃ……
19401.jpg	そうですか　それじゃよろしくお願いします
19402.jpg	いこっツコ!!
19404.jpg	アイといっしょに
19405.jpg	どこか上にあがれる道があるはずよ
19406.jpg	……そうか
19407.jpg	きっとアイ心配してる……
19408.jpg	いや……っ
19409.jpg	な……に……？
1941.jpg	あ　は　はいっ
19410.jpg	なんにも見えないのが
19411.jpg	こんなにこわいなんて……
19412.jpg	キャ……
19413.jpg	きゃあっ
19415.jpg	……こわい……
19416.jpg	クウ～ン
19417.jpg	いまの声……
19418.jpg	アイなの……？
19419.jpg	どんどん近づいてくる……
1942.jpg	どどうしよう
19420.jpg	アイ……だ……
19421.jpg	ねえ……
19422.jpg	なに……？
19423.jpg	目の見えない人なんて関係ないっ
19425.jpg	……や……
19426.jpg	アイだ!!
19427.jpg	あんなこといったから……
19428.jpg	アイにまでケガさせようとしたから……
1943.jpg	おまえに会いたいって
19430.jpg	―ばちがあたったんだ……
19431.jpg	首輪でがまんしてね
19432.jpg	ほんとはハーネスってゆうのをつけるんだけど
19434.jpg	捜してくれたの……？
19435.jpg	あっ
19436.jpg	さっき1人のときは
19438.jpg	急いで歩くと首しまっちゃうから
19439.jpg	歩ける……
19440.jpg	止まっておしえるのよ？
19441.jpg	すぐつまずいちゃったのに……
19442.jpg	こういう階段とか段差があるときは
19443.jpg	いい？アイ
19444.jpg	あたしにあわせて歩くんだよ？
19445.jpg	……ちゃんと……
19446.jpg	アイ……？
19447.jpg	心配してきてくれたの……？
19448.jpg	つれて帰ってくれるの……？
19449.jpg	アイ……
19451.jpg	ごめんねアイ
19452.jpg	瞳は目が見える　いきたいところがあればいける
19453.jpg	まってる人がいるんだよ
19454.jpg	さっきまではあんなに　こわかった暗闇が
19455.jpg	いまはぜんぜんこわくない
19456.jpg	まるで……　まるで……
19458.jpg	アイを
19459.jpg	アイがいてくれるだけで
1946.jpg	ま…ますい‼
19460.jpg	まってる人がいるんだよ
19461.jpg	まっ暗でなにも見えないのに
19462.jpg	……見える……
19463.jpg	階段に……　なってるのね……？
19464.jpg	ごめんなさい……っ
19465.jpg	それは　利口な不服従というんだよ
19467.jpg	帰ってこれた
19468.jpg	もう……　警察に連絡するしか……
19469.jpg	それなのにアイはわたしを捜してくれたの
1947.jpg	起きてるかい？
19470.jpg	そしたらアイがきてくれたの
19471.jpg	アイが助けてくれたの
19472.jpg	まっ暗でなにも見えなくて　動けなくなって……
19473.jpg	瞳……
19474.jpg	帰って……これた……
19477.jpg	あ　みつかったんですね!?
19478.jpg	あなた瞳は!?
1948.jpg	ああ…重夫
19481.jpg	よろしくお願いします
19482.jpg	もう終わりなんだね…
19483.jpg	よくこんなにりっぱに育てたね
19484.jpg	教えるのにとても時聞がかかるんだよ
19485.jpg	わたしが隠れると泣きながら捜しまわったアイ......
19486.jpg	りっぱな盲導犬になれますよね……？
19487.jpg	アイを
19488.jpg	わたしの役目は
19489.jpg	にどと会えなくなるけど……
1949.jpg	なんかこわいおじさんたちが来てんだけど……
19490.jpg	はじめて会ったときケージのすみでふるえてたアイ
19491.jpg	それがこんなに……
19492.jpg	アイは
19493.jpg	もちろんだとも
19494.jpg	こわがりで臆病でなかなか心を開いてくれなかったアイ
19495.jpg	……もう……
19496.jpg	盲導犬のアックを紹介します
19497.jpg	りっぱになったんだね……
19498.jpg	そのあいだ
195.jpg	エリー！いったい何が！？
1950.jpg	……ん？
19502.jpg	ほんとに
19503.jpg	おとなしく主人の足元に寝そべっていたのは
19504.jpg	わたしが　このアックちゃんと出会ったのは3年前のことです
19505.jpg	いっしょに生まれた犬たちの中で
19508.jpg	式はどんどん進んでいきました
19509.jpg	アイ一頭だけでした
1951.jpg	ど…どうしたんですか？
19510.jpg	栗生さん
19513.jpg	今日栗生さんとこ遊びにいってもええ……？
19515.jpg	いままでありがとうね　アイ
19517.jpg	アイ～
19518.jpg	瞳　おまえもそろそろ…
19519.jpg	わたしの心の目
1952.jpg	ちょ…ちょっと警察の方‼
19520.jpg	アイもいけるとこで遊ぼ!!
19521.jpg	いい子にしてるんだぞ
19522.jpg	この子はわたしの
19523.jpg	いままで瞳の気持ちにきづかないで……
19524.jpg	心の目も開いてくれたのです
19525.jpg	開いてくれたものね……
19526.jpg	ごめんね瞳
19527.jpg	盲導災になるために生まれてきたんだね……
19528.jpg	みなさんじゅうぶん別れを惜しみましたか？
19529.jpg	……やっぱりアイは
1953.jpg	なんだよォ…
19530.jpg	それではお別れの時間です
19531.jpg	名まえを呼ばれたら訓練士に犬をあずけてください
19532.jpg	そしたらこれからは
19534.jpg	また会えるよ
19536.jpg	ひと……
19537.jpg	わたしが泣いたらアイ心配するから……
19538.jpg	忘れないでねアイ……
19539.jpg	にどと会えないって　アイきづいてないから
1954.jpg	ふむやっぱりね
19540.jpg	アイがいっちゃうぞ？
19541.jpg	もうにどと……
19542.jpg	いつもいっしょにいたこと……
19543.jpg	はやくこないと
19544.jpg	いいの……
19545.jpg	わたしのこと……
19547.jpg	きづいてないから
19548.jpg	もうにどと会えないけど……
19549.jpg	協会の人にそうお願いしてきた
19550.jpg	いってらっしゃいだ
19551.jpg	がんばれっていってこい
19552.jpg	ありがとう
19553.jpg	アイ
19554.jpg	さよならじゃない
19555.jpg	さよならじゃない
19556.jpg	じゃあね　元気でねアイ
19557.jpg	お父さん……
19558.jpg	いってらっしゃいだ
19560.jpg	ハア
19561.jpg	がんばってね……
19562.jpg	じゃあいこうか
19563.jpg	ハア
19564.jpg	ハア
19565.jpg	また1人になってまうからなっ
19566.jpg	ちゃんと友だちつくるんやで!?
19567.jpg	じゃあみんな
19568.jpg	はずかしい……
19569.jpg	ありがとう
1957.jpg	す…すいませんあたし…
19570.jpg	アイ
19571.jpg	もう大丈夫だよ
19572.jpg	お父さんは動物OKのところを探してくれました
19573.jpg	もう大丈夫
19574.jpg	クスッ
19575.jpg	こんどの家はマンションだけど　いつアイが帰ってきてもいいようにと
19576.jpg	いくね
19577.jpg	手紙ちょうだいなっ
19578.jpg	あたしもかくっ
19579.jpg	じゃなきゃこんどアイに会ったとき
19580.jpg	いってらっしゃい
19582.jpg	うじうじしとったら
19584.jpg	がんばってねアイ
19585.jpg	わたしもがんばるから
19586.jpg	がんばってね
19587.jpg	アイ
19588.jpg	わたしだって……
19589.jpg	いつかまため会える日まで
19590.jpg	アイだってがんばってるんだもん
19591.jpg	アイ……
19592.jpg	名前は―　えっと……
19593.jpg	や～ん　かわいい～っっ
19594.jpg	エル～
19595.jpg	そういえば僕も昔飼ってたんだよね　ラブ♡
19596.jpg	エルよ
19597.jpg	名前は？
19599.jpg	まだ乳くさいよ～
196.jpg	くそっ
1960.jpg	ここにいるんですね
19601.jpg	がんばれって…言ってるの？
19602.jpg	やんちゃでかわいくて　だけど　とても頭がよくて……
19603.jpg	悲しいときも楽しいときも
19604.jpg	アイ
19606.jpg	盲導犬の仕事を終えたら帰ってくるの
19607.jpg	いつも一緒ににいてくれた子―
19608.jpg	帰ってくる―
19609.jpg	帰って…　くる……
1961.jpg	あ…
19610.jpg	あっ　もしもし桃ちゃん!?　あのねっ
19611.jpg	ああ　さっき協会から電話がきてね
19612.jpg	アイが!?
19614.jpg	すごく楽しみにしてるんだ―
19615.jpg	帰ってくるって
19616.jpg	10日後に家に帰ってくることになったよ
19618.jpg	ホントよ!!　ホントに帰ってくるの!!
19620.jpg	アイが
19621.jpg	え・：ワ
19624.jpg	目が合ったら昔とおなじように尻尾を振って
19625.jpg	…来たぜ
19626.jpg	瞳
19628.jpg	はっ
19629.jpg	あたしが買っといたアイの食器は!?
1963.jpg	うかがいたいことがあるのですが
19630.jpg	―きっと覚えていてくれる……
19631.jpg	卓也～っっそこはアイの席なのよ～っっ
19632.jpg	姉ちゃん
19633.jpg	げっやめろよ　今ッ
19635.jpg	あっ　そっか
19636.jpg	そんなこと言ったって……
19637.jpg	どきなさいよーっ
19638.jpg	食器棚の右の棚に入れたでしょ？
19639.jpg	さあアイ　みなさんにお顔を見せて
1964.jpg	ななななんですかっそのいい方は
19640.jpg	お母さんっ　お母さん!!
19641.jpg	アイ
19642.jpg	あたしの腕の中に―…
19644.jpg	ア…イ？
19645.jpg	来いよアイ
19646.jpg	覚えてる？　わたしだよ？
19647.jpg	瞳だよ…？
19648.jpg	おいで…アイ……
19649.jpg	おいで
19650.jpg	また仲よくしてね
19652.jpg	アイ
19653.jpg	ア…イ？
19654.jpg	10年間お疲れさま
19655.jpg	本当に大丈夫なの？瞳
19656.jpg	瞳？
19657.jpg	おかえり　…アイ
19658.jpg	たくさんの人や犬に会えば
19659.jpg	アイも　きっと昔みたいに―…
1966.jpg	…………
19661.jpg	…ねえ
19663.jpg	よく　がんばったわねー
19665.jpg	…きのうはちょっと疲れてただけだよね……
19666.jpg	いってきまーす
19668.jpg	はっ
19669.jpg	アイはまだは帰ってきたばかりだし……
1967.jpg	警察の者です
19670.jpg	あたしも―
19671.jpg	言うことはきちんと聞くし我がままもいわない
19672.jpg	ホントに盲導犬だ～っっ
19673.jpg	アイはとてもいい子だ
19674.jpg	アイ―あたしもあたしも～
19675.jpg	ただいま……
19676.jpg	えらーいアイ～えらいよ～!!
19677.jpg	アイ　ストレート　ゴー
19678.jpg	え？
1968.jpg	にらんだとおりですね
19681.jpg	瞳　20日の日曜日は空いてるのか？
19682.jpg	次　あたしやらせて―っっ
19683.jpg	頭の中ではわかってるけど―…
19684.jpg	すごーいっっ　本当に階段の前で止まったよ～!!
19685.jpg	え？
19687.jpg	ごめん
19688.jpg	さっき協会から連絡があってな
1969.jpg	じゃ…
19690.jpg	そっか
19691.jpg	コーナー
19692.jpg	ア―
19693.jpg	こんにちは　初めまして
19694.jpg	んあー？
19696.jpg	んなの姉ちゃんに頼めよ～
19697.jpg	え……
19698.jpg	アイ!!
19699.jpg	待ってアイ!!
197.jpg	いかんまだ.....！
1970.jpg	うるせエなあ
19700.jpg	今日は無理をきいていただいてしまってー・・・
19701.jpg	卓也っ　卓也―っ
19702.jpg	だって瞳は……
19703.jpg	浅井と申します
19705.jpg	わかったから＼アイトー
19706.jpg	なによりアイがこんなに喜んで……　ねえ　瞳？
19707.jpg	あははは
19708.jpg	アイ？
19709.jpg	来てくれたのか？
1971.jpg	べつにそんな大さわぎしなくてもいいのに
19712.jpg	わかったわかった
19715.jpg	まあ…　子供の頃に事故で……
19716.jpg	すっすみません
19717.jpg	ええ　それで16歳のときにアイを迎えました
19718.jpg	2週間ぷりだね　元気だったか？
19719.jpg	瞳!?
1972.jpg	………
19721.jpg	どうも長々とすみませんでした
19722.jpg	大人げないのはわかってる……
19723.jpg	またいらしてね
19724.jpg	でも―…
19725.jpg	ついていったりしないさ
19726.jpg	アイ!!
19727.jpg	…大丈夫
19728.jpg	浅井さん　タクシーが着きましたよ
19729.jpg	でも……
1973.jpg	ななんだよヘンな顔して
19730.jpg	ありがとうございます
19731.jpg	…だけど…一緒にいないと
19732.jpg	…ごめん
19733.jpg	今日はあの人がくる日なんだ……
19734.jpg	あの人って？
19737.jpg	わたしたちが帰るまであなたが浅井さんのお相手していてね
19738.jpg	え？
19739.jpg	…うん
1974.jpg	重夫‼
19740.jpg	アイはちゃんと　自分の立場を理解してるよ
19741.jpg	…気が重い……
19742.jpg	最近どうしたの？元気なくない？
19743.jpg	あの人にアイを奪られてしまいそうで―…
19745.jpg	あっ いいね　行こ行こ!!
19747.jpg	はい
19748.jpg	そんなことないよ？　元気だよ？
19749.jpg	卓也は部活で遅くなるらしいから
1975.jpg	パ…
19750.jpg	…そっか
19751.jpg	ねえ瞳ィ……
19753.jpg	え…？
19754.jpg	もうちょっとがまんしてね
19755.jpg	あの人と―…
19757.jpg	そ…んな……
19758.jpg	見て見て！アレ　盲導犬じゃない？
19759.jpg	アイも10年間ああやって
1976.jpg	パパ
19761.jpg	ごめんね
19762.jpg	…暑い？アイ
19763.jpg	お母さんだけでも早く帰るから！じゃ　お願いね！
19764.jpg	おまたせホリー
19765.jpg	さあ帰ろうか
19766.jpg	ちょっと待ってよ　わたしそんなっ
19767.jpg	アイ!!
19768.jpg	あの人にとって
19769.jpg	あなたを手放して1か月も経たないのに
1977.jpg	ばかっ
19771.jpg	―…
19773.jpg	ア…イ？
19774.jpg	貴方だけを待ってたのに―…
19775.jpg	わたしはずっと
19776.jpg	あの人は―
19777.jpg	え…？
19778.jpg	おまえはもう小学生の子供じゃないんだぞ!!
19779.jpg	こんな時間までどこをほっつき歩いてたんだ!!
1978.jpg	え…？
19780.jpg	アイ―…
19781.jpg	ちゃんとお母さんが電話を入れただろう
19782.jpg	あなた……
19783.jpg	あの人はもうあなたの代わりを連れてたのよ…？
19784.jpg	…知らないくせに……
19785.jpg	こちらですよ
19787.jpg	どうぞ
19788.jpg	なんで…来るの…？
19789.jpg	…熱射病ですね……
1979.jpg	重夫くん‼
19792.jpg	すみません　こちらに「アイ」というラブラドルがお世話になっていると……
19793.jpg	ここから手を入れて触ってあげてくださいね
19796.jpg	あ　はい来てますよ
19797.jpg	アイ―…
19798.jpg	…瞳……ちゃん…？
19799.jpg	な…んで……
198.jpg	なんとかしないと次は”パック”がアヒルだ！
1980.jpg	しっしししし重…
19801.jpg	あんたが楽しそうに新しい盲導犬と歩いてるところ……
19802.jpg	アイ……　大丈夫か……？
19803.jpg	アイは物じゃないのよ!!
19804.jpg	触らないで!!
19805.jpg	アイ……
19806.jpg	見たんだからわたし……
19808.jpg	うちに来るときだけわざわざ白杖ついて同情あおってたんだ
1981.jpg	ばかっ
19810.jpg	自分の都合だけで振り回すのはもうやめてよ!!
19811.jpg	言い訳なんて聞きたくない!!
19812.jpg	ちがっ
19813.jpg	アイ!?
19816.jpg	だって…10年も待ったのよ…
19817.jpg	あたしには
19818.jpg	…瞳？
19819.jpg	だけど……
1982.jpg	オレ…ただ
19820.jpg	アイの熱射病は一晩で全快した
19821.jpg	瞳ー
19823.jpg	だっ
19824.jpg	アイの代わりなんていないのよ―…
19825.jpg	お母さんちょっと出かけてくるから晩ごはんは適当に……
19826.jpg	アイ　ゴー
19827.jpg	ありがとうじゃあここで……
19828.jpg	黙って
19829.jpg	まさか……
1983.jpg	あんたは関係ない‼私は重夫に聞いてるんだ‼
19830.jpg	この人……
19831.jpg	―…
19832.jpg	な…に
19833.jpg	タクシー
19834.jpg	瞳ちゃん…　だね？
19835.jpg	瞳ちゃんも乗って
19837.jpg	ついてきてくれないか
19838.jpg	アイ　ストレートゴー
19839.jpg	やってんのよ……
1984.jpg	いや…大丈夫ですあいつはバカじゃない
19840.jpg	一体―…
19841.jpg	なんでハーネスなんかっ……
19842.jpg	自分の住んでる街…？
19844.jpg	黙って見ていて!!
19846.jpg	アイ？　アイ　ゴー
19847.jpg	ど…うして…？
19848.jpg	アイ!!
19849.jpg	ゴー！
1985.jpg	そんなっ‼だって
19850.jpg	いつのロ間にか
19851.jpg	どうしたのよアイ!?
19852.jpg	あ　大丈夫です　こちらこそ……
19853.jpg	アイ　ゴー
19854.jpg	行くよアイ
19855.jpg	なんで!?
19856.jpg	歩行中にそんなことしちゃ―
19857.jpg	すみませんっ　大丈夫ですか？　ぶつかりませんでしたか!!　わんちゃんもっ
19858.jpg	道のまん中をめも歩いてる…？
19859.jpg	かわいー♡
1986.jpg	あいつは頭のいい子です…
19860.jpg	アイ　コーナー
19861.jpg	もういい……
19862.jpg	どうしちゃったの!?
19863.jpg	!!
19864.jpg	も…　いいよ…
19865.jpg	コーナー！
19866.jpg	どうしちゃったのよアイ
19867.jpg	危ないよ……
19868.jpg	ねえっ
19869.jpg	ねえ……
1987.jpg	ど　どういうつもりって
19870.jpg	!!!
19871.jpg	アイ―…
19872.jpg	アイ!!!
19873.jpg	かばおうにも……
19875.jpg	こめんなアイ……
19876.jpg	アイは!?
19877.jpg	見えない
19878.jpg	たまたま…だよ
19879.jpg	ねえ!!　しっかりして!!
1988.jpg	親の私がいうのもヘンですけど…
19880.jpg	…え？
19881.jpg	大丈夫!?
19882.jpg	僕にはアイが
19885.jpg	アイが来てからは違ったんだ
19888.jpg	そしたら
19889.jpg	見えたんだよ　景色が
1989.jpg	いたたたた
19890.jpg	―真っ暗な世界って想像できる…？
19891.jpg	自分の耳と　杖の先だけが頼りの世界……
19892.jpg	だけど
19894.jpg	僕の心にもだんだん余裕が出てきて―
19897.jpg	この子が僕に
19898.jpg	アイも危険なんだ
19899.jpg	僕だけじゃない
199.jpg	くそっゆうこときけ！
19900.jpg	心の目をくれたんだ......
19903.jpg	ずっと一緒にいたかった……
19904.jpg	守ってやれない……
19905.jpg	分身…だったんだ……
19907.jpg	僕は……
19908.jpg	だけど……
1991.jpg	わかってくれるでしょう…必ず
19910.jpg	だからあたし―…
19911.jpg	帰ってきたアイははしゃぐこともなく一日中寝てばかりで……
19913.jpg	手放すことだけが
19914.jpg	僕にできる唯一の恩返しだったんだ……
19915.jpg	あたし―…
19916.jpg	自分の都合だけで振り回すのはもうやめてよ!!
19917.jpg	くやし…かったの……
19919.jpg	この勲章は
1992.jpg	あっ
19921.jpg	必要のない物だから―…
19923.jpg	アイの盲導犬としての10年分の勲章―…
19924.jpg	外してあげてほしいんだ
19925.jpg	君に
19927.jpg	アイには　もう
19928.jpg	…これ……
19929.jpg	ここ…触ってみて
1993.jpg	重夫くんをおこらないで‼私が悪かったんです
19930.jpg	え？
19931.jpg	この人を傷つけて……
19932.jpg	ごめん…なさい……
19933.jpg	ごめんなさい……
19934.jpg	アイの幸せを考えてるのに―…
19935.jpg	ささいなことで落ち込んで
19936.jpg	あたし…
19937.jpg	アイを振り回して……
19938.jpg	バカだ…
19939.jpg	な？アイ
1994.jpg	え？どういうつもりなんだ重夫‼
19940.jpg	この人はこんなに……
19941.jpg	ごめんね……
19942.jpg	変わって…ない……
19943.jpg	ア…イ……
19944.jpg	アイは変わってない
19945.jpg	アイ……
19946.jpg	アイ！
19947.jpg	あなたのことなにもわかってあげられなくて
19948.jpg	ごめんね　アイ…
19949.jpg	新しいあなたの分身と一緒に―…
1995.jpg	いいんですほっといてください
19950.jpg	今度は
19951.jpg	…また来てください
19952.jpg	ありがとう
19953.jpg	キャ―ッッ来た―っっ
19954.jpg	ホラできたあ―
19955.jpg	アイ！
19956.jpg	早くおいでよアイ!!
19957.jpg	ホリーもおいで！
19958.jpg	行っといで
19959.jpg	ホラ！
1996.jpg	家で待ってますあいつが帰るまで……
19960.jpg	大丈夫楽しいよ！
19961.jpg	え？
19963.jpg	左から　お肉　ピーマン　コーンね♪
19968.jpg	ありがと……
19970.jpg	―でね
19971.jpg	学校では週に1度ハンドリングの授業もあるんだけどね
19972.jpg	え
19973.jpg	うそ
19974.jpg	お肉…盗った。アイ。
19975.jpg	はい浅井さん
19977.jpg	あなたが彼に光と笑顔を与えたんだね
19979.jpg	がんばったんだねアイ
19980.jpg	そっか―　普通は怒られるよなー
19982.jpg	すてき～
19983.jpg	え…。
19985.jpg	ごめん　ごめんアイ―
19986.jpg	おまえ盗ったのか～!?すごいぞアイ～!!
19987.jpg	あははは
19988.jpg	えらいぞ♥アイー♥
19989.jpg	落としちゃった。
1999.jpg	ただいま～…
19992.jpg	ぷっ
19993.jpg	くすっ
19994.jpg	あっ
19995.jpg	「おかえり」
19996.jpg	今やっと心から言えるよ
19997.jpg	そして
19998.jpg	「お疲れさまアイ」
19999.jpg	かけがえのないあたしのいちばん大切な宝物
2.jpg	はやく逃げないとまきぞえくっちゃう
20.jpg	はあ
200.jpg	スクロップ
20000.jpg	疲れてるときも辛いことがあったときも
20001.jpg	優しい魔法を使える子
20002.jpg	この子がいるだけであたしは癒やされる
20003.jpg	わたしが10歳から1年間パピーウォーカーとして一緒に暮らし
